"Initiative","State","County","City","Recipient","Links",Number Of Initiatives
"Persistent Poverty                                                                                                                                                                                                                                              ","GA                                                                                                                                                                                                                                                             ","Early County                                                                                                                                                                                                                                                   ","                                                                                                                                                                                                                                                                        ","                                                                                                                                                                                                                                                                                                                                                                                                                                                 ","                                                                                                                                                   ",1
"Persistent Poverty                                                                                                                                                                                                                                              ","GA                                                                                                                                                                                                                                                             ","Emanuel County                                                                                                                                                                                                                                                 ","                                                                                                                                                                                                                                                                        ","                                                                                                                                                                                                                                                                                                                                                                                                                                                 ","                                                                                                                                                   ",1
"Persistent Poverty                                                                                                                                                                                                                                              ","GA                                                                                                                                                                                                                                                             ","Evans County                                                                                                                                                                                                                                                   ","                                                                                                                                                                                                                                                                        ","                                                                                                                                                                                                                                                                                                                                                                                                                                                 ","                                                                                                                                                   ",1
"Persistent Poverty                                                                                                                                                                                                                                              ","GA                                                                                                                                                                                                                                                             ","Grady County                                                                                                                                                                                                                                                   ","                                                                                                                                                                                                                                                                        ","                                                                                                                                                                                                                                                                                                                                                                                                                                                 ","                                                                                                                                                   ",1
"Persistent Poverty                                                                                                                                                                                                                                              ","GA                                                                                                                                                                                                                                                             ","Greene County                                                                                                                                                                                                                                                  ","                                                                                                                                                                                                                                                                        ","                                                                                                                                                                                                                                                                                                                                                                                                                                                 ","                                                                                                                                                   ",1
"Persistent Poverty                                                                                                                                                                                                                                              ","GA                                                                                                                                                                                                                                                             ","Hancock County                                                                                                                                                                                                                                                 ","                                                                                                                                                                                                                                                                        ","                                                                                                                                                                                                                                                                                                                                                                                                                                                 ","                                                                                                                                                   ",1
"Persistent Poverty                                                                                                                                                                                                                                              ","GA                                                                                                                                                                                                                                                             ","Jefferson County                                                                                                                                                                                                                                               ","                                                                                                                                                                                                                                                                        ","                                                                                                                                                                                                                                                                                                                                                                                                                                                 ","                                                                                                                                                   ",1
"Persistent Poverty                                                                                                                                                                                                                                              ","GA                                                                                                                                                                                                                                                             ","Jenkins County                                                                                                                                                                                                                                                 ","                                                                                                                                                                                                                                                                        ","                                                                                                                                                                                                                                                                                                                                                                                                                                                 ","                                                                                                                                                   ",1
"Persistent Poverty                                                                                                                                                                                                                                              ","GA                                                                                                                                                                                                                                                             ","Johnson County                                                                                                                                                                                                                                                 ","                                                                                                                                                                                                                                                                        ","                                                                                                                                                                                                                                                                                                                                                                                                                                                 ","                                                                                                                                                   ",1
"Persistent Poverty                                                                                                                                                                                                                                              ","GA                                                                                                                                                                                                                                                             ","Macon County                                                                                                                                                                                                                                                   ","                                                                                                                                                                                                                                                                        ","                                                                                                                                                                                                                                                                                                                                                                                                                                                 ","                                                                                                                                                   ",1
"Persistent Poverty                                                                                                                                                                                                                                              ","GA                                                                                                                                                                                                                                                             ","Marion County                                                                                                                                                                                                                                                  ","                                                                                                                                                                                                                                                                        ","                                                                                                                                                                                                                                                                                                                                                                                                                                                 ","                                                                                                                                                   ",1
"Persistent Poverty                                                                                                                                                                                                                                              ","GA                                                                                                                                                                                                                                                             ","Mitchell County                                                                                                                                                                                                                                                ","                                                                                                                                                                                                                                                                        ","                                                                                                                                                                                                                                                                                                                                                                                                                                                 ","                                                                                                                                                   ",1
"Persistent Poverty                                                                                                                                                                                                                                              ","GA                                                                                                                                                                                                                                                             ","Peach County                                                                                                                                                                                                                                                   ","                                                                                                                                                                                                                                                                        ","                                                                                                                                                                                                                                                                                                                                                                                                                                                 ","                                                                                                                                                   ",1
"Persistent Poverty                                                                                                                                                                                                                                              ","GA                                                                                                                                                                                                                                                             ","Quitman County                                                                                                                                                                                                                                                 ","                                                                                                                                                                                                                                                                        ","                                                                                                                                                                                                                                                                                                                                                                                                                                                 ","                                                                                                                                                   ",1
"Persistent Poverty                                                                                                                                                                                                                                              ","GA                                                                                                                                                                                                                                                             ","Randolph County                                                                                                                                                                                                                                                ","                                                                                                                                                                                                                                                                        ","                                                                                                                                                                                                                                                                                                                                                                                                                                                 ","                                                                                                                                                   ",1
"Persistent Poverty                                                                                                                                                                                                                                              ","GA                                                                                                                                                                                                                                                             ","Screven County                                                                                                                                                                                                                                                 ","                                                                                                                                                                                                                                                                        ","                                                                                                                                                                                                                                                                                                                                                                                                                                                 ","                                                                                                                                                   ",1
"Persistent Poverty                                                                                                                                                                                                                                              ","GA                                                                                                                                                                                                                                                             ","Seminole County                                                                                                                                                                                                                                                ","                                                                                                                                                                                                                                                                        ","                                                                                                                                                                                                                                                                                                                                                                                                                                                 ","                                                                                                                                                   ",1
"Persistent Poverty                                                                                                                                                                                                                                              ","GA                                                                                                                                                                                                                                                             ","Stewart County                                                                                                                                                                                                                                                 ","                                                                                                                                                                                                                                                                        ","                                                                                                                                                                                                                                                                                                                                                                                                                                                 ","                                                                                                                                                   ",1
"Persistent Poverty                                                                                                                                                                                                                                              ","GA                                                                                                                                                                                                                                                             ","Sumter County                                                                                                                                                                                                                                                  ","                                                                                                                                                                                                                                                                        ","                                                                                                                                                                                                                                                                                                                                                                                                                                                 ","                                                                                                                                                   ",1
"Persistent Poverty                                                                                                                                                                                                                                              ","GA                                                                                                                                                                                                                                                             ","Talbot County                                                                                                                                                                                                                                                  ","                                                                                                                                                                                                                                                                        ","                                                                                                                                                                                                                                                                                                                                                                                                                                                 ","                                                                                                                                                   ",1
"Persistent Poverty                                                                                                                                                                                                                                              ","GA                                                                                                                                                                                                                                                             ","Taliaferro County                                                                                                                                                                                                                                              ","                                                                                                                                                                                                                                                                        ","                                                                                                                                                                                                                                                                                                                                                                                                                                                 ","                                                                                                                                                   ",1
"Persistent Poverty                                                                                                                                                                                                                                              ","GA                                                                                                                                                                                                                                                             ","Tattnall County                                                                                                                                                                                                                                                ","                                                                                                                                                                                                                                                                        ","                                                                                                                                                                                                                                                                                                                                                                                                                                                 ","                                                                                                                                                   ",1
"Persistent Poverty                                                                                                                                                                                                                                              ","GA                                                                                                                                                                                                                                                             ","Taylor County                                                                                                                                                                                                                                                  ","                                                                                                                                                                                                                                                                        ","                                                                                                                                                                                                                                                                                                                                                                                                                                                 ","                                                                                                                                                   ",1
"Persistent Poverty                                                                                                                                                                                                                                              ","GA                                                                                                                                                                                                                                                             ","Telfair County                                                                                                                                                                                                                                                 ","                                                                                                                                                                                                                                                                        ","                                                                                                                                                                                                                                                                                                                                                                                                                                                 ","                                                                                                                                                   ",1
"Persistent Poverty                                                                                                                                                                                                                                              ","GA                                                                                                                                                                                                                                                             ","Terrell County                                                                                                                                                                                                                                                 ","                                                                                                                                                                                                                                                                        ","                                                                                                                                                                                                                                                                                                                                                                                                                                                 ","                                                                                                                                                   ",1
"Persistent Poverty                                                                                                                                                                                                                                              ","GA                                                                                                                                                                                                                                                             ","Toombs County                                                                                                                                                                                                                                                  ","                                                                                                                                                                                                                                                                        ","                                                                                                                                                                                                                                                                                                                                                                                                                                                 ","                                                                                                                                                   ",1
"Persistent Poverty                                                                                                                                                                                                                                              ","GA                                                                                                                                                                                                                                                             ","Treutlen County                                                                                                                                                                                                                                                ","                                                                                                                                                                                                                                                                        ","                                                                                                                                                                                                                                                                                                                                                                                                                                                 ","                                                                                                                                                   ",1
"Persistent Poverty                                                                                                                                                                                                                                              ","GA                                                                                                                                                                                                                                                             ","Turner County                                                                                                                                                                                                                                                  ","                                                                                                                                                                                                                                                                        ","                                                                                                                                                                                                                                                                                                                                                                                                                                                 ","                                                                                                                                                   ",1
